chr1.s_4817	chr1	99.00	100	1	0	1	100	178338	178437	4.8e-49	192.0
chr1.s_4817	chr1	99.00	100	1	0	1	100	1371	1272	4.8e-49	192.0
chr1.s_4817	chr1	98.15	54	1	0	1	54	213584932	213584985	3.3e-22	103.0
chr1.s_4817	chr1	98.11	53	1	0	1	53	191504646	191504594	1.4e-21	101.0
chr1.s_4817	chr1	96.36	55	2	0	1	55	210880048	210879994	1.7e-21	101.0
chr1.s_4817	chr1	100.00	51	0	0	1	51	229568481	229568531	3.2e-21	100.0
chr1.s_4817	chr1	98.08	52	1	0	1	52	218992398	218992347	5.6e-21	99.0
chr1.s_4817	chr1	94.55	55	3	0	1	55	229558817	229558763	1.1e-20	98.0
chr1.s_4817	chr1	98.04	51	1	0	1	51	254949418	254949368	1.8e-20	97.0
chr1.s_4817	chr1	98.04	51	1	0	1	51	258381948	258381898	1.8e-20	97.0
chr1.s_4817	chr1	98.04	51	1	0	1	51	262923039	262922989	1.8e-20	97.0
chr1.s_4817	chr1	98.04	51	1	0	1	51	266526815	266526865	2.1e-20	97.0
chr1.s_4817	chr1	96.23	53	2	0	1	53	70780670	70780618	2.5e-20	97.0
chr1.s_4817	chr1	96.23	53	2	0	1	53	252739322	252739270	2.5e-20	97.0
chr1.s_4817	chr1	98.00	50	1	0	1	50	66988351	66988302	6.6e-20	95.0
chr1.s_4817	chr1	91.23	57	5	0	1	57	264865564	264865620	8.4e-20	95.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	23328036	23327986	1.2e-19	94.0
chr1.s_4817	chr1	94.34	53	3	0	1	53	10011762	10011814	1.6e-19	94.0
chr1.s_4817	chr1	94.34	53	3	0	1	53	262592067	262592015	1.6e-19	94.0
chr1.s_4817	chr1	92.73	55	4	0	1	55	202479643	202479697	2.2e-19	93.0
chr1.s_4817	chr1	97.96	49	1	0	1	49	90947588	90947636	2.7e-19	93.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	8896208	8896258	3.3e-19	93.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	73241002	73241052	3.3e-19	93.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	199264282	199264232	3.3e-19	93.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	238834455	238834405	3.3e-19	93.0
chr1.s_4817	chr1	96.08	51	2	0	1	51	263088399	263088449	3.8e-19	93.0
chr1.s_4817	chr1	94.23	52	3	0	1	52	39782695	39782746	5.9e-19	92.0
chr1.s_4817	chr1	94.23	52	3	0	1	52	16802404	16802455	5.9e-19	92.0
chr1.s_4817	chr1	94.23	52	3	0	1	52	97676823	97676772	5.9e-19	92.0
chr1.s_4817	chr1	94.55	55	2	1	1	54	183736101	183736155	8.4e-19	92.0
chr1.s_4817	chr1	96.23	53	1	1	1	53	25404086	25404137	2.5e-18	90.0
chr1.s_4817	chr1	92.98	57	3	1	1	57	35145375	35145430	3.8e-18	89.0
chr1.s_4817	chr10	100.00	58	0	0	1	58	139895316	139895259	2.5e-25	113.0
chr1.s_4817	chr10	98.11	53	1	0	1	53	131911325	131911377	1.4e-21	101.0
chr1.s_4817	chr10	96.30	54	2	0	1	54	110961848	110961795	6.0e-21	99.0
chr1.s_4817	chr10	96.30	54	2	0	1	54	79456947	79457000	6.9e-21	98.0
chr1.s_4817	chr10	94.55	55	3	0	1	55	10545905	10545851	1.1e-20	98.0
chr1.s_4817	chr10	100.00	50	0	0	2	51	144209652	144209701	1.2e-20	98.0
chr1.s_4817	chr10	98.04	51	1	0	1	51	102068136	102068086	2.1e-20	97.0
chr1.s_4817	chr10	96.23	53	2	0	1	53	25629209	25629157	2.5e-20	97.0
chr1.s_4817	chr10	98.04	51	1	0	1	51	133203723	133203773	6.7e-20	95.0
chr1.s_4817	chr10	96.08	51	2	0	1	51	131236171	131236221	3.3e-19	93.0
chr1.s_4817	chr10	96.08	51	2	0	1	51	142724598	142724548	3.3e-19	93.0
chr1.s_4817	chr10	94.64	56	2	1	1	56	131128846	131128900	6.6e-19	92.0
chr1.s_4817	chr10	97.92	48	1	0	1	48	79850772	79850819	1.1e-18	91.0
chr1.s_4817	chr10	94.12	51	3	0	1	51	137473515	137473565	2.1e-18	90.0
chr1.s_4817	chr10	94.12	51	3	0	1	51	70362040	70361990	2.1e-18	90.0
chr1.s_4817	chr10	94.00	50	3	0	1	50	140691049	140691098	7.8e-18	88.0
chr1.s_4817	chr10	89.36	47	5	0	1	47	127237949	127237995	2.3e-14	77.0
chr1.s_4817	chr10	100.00	20	0	0	37	56	86713739	86713720	4.9e-03	39.0
chr1.s_4817	chr10	82.35	34	5	1	1	33	86713775	86713742	5.3e-03	39.0
chr1.s_4817	chr8	100.00	54	0	0	1	54	16341700	16341753	5.8e-23	105.0
chr1.s_4817	chr8	98.18	55	1	0	1	55	25982823	25982877	9.0e-23	105.0
chr1.s_4817	chr8	93.22	59	4	0	1	59	113289459	113289401	1.0e-21	101.0
chr1.s_4817	chr8	98.11	53	1	0	1	53	13091675	13091623	1.4e-21	101.0
chr1.s_4817	chr8	96.30	54	2	0	1	54	23376544	23376491	2.1e-21	100.0
chr1.s_4817	chr8	96.30	54	2	0	1	54	114401305	114401252	2.1e-21	100.0
chr1.s_4817	chr8	96.36	55	2	0	1	55	169713977	169713923	2.1e-21	100.0
chr1.s_4817	chr8	98.11	53	1	0	1	53	103063231	103063179	4.4e-21	99.0
chr1.s_4817	chr8	96.30	54	2	0	1	54	124316584	124316531	6.0e-21	99.0
chr1.s_4817	chr8	94.64	56	3	0	1	56	164980337	164980392	8.4e-21	98.0
chr1.s_4817	chr8	98.04	51	1	0	1	51	167692292	167692242	1.8e-20	97.0
chr1.s_4817	chr8	98.08	52	1	0	1	52	164427192	164427141	1.8e-20	97.0
chr1.s_4817	chr8	98.00	50	1	0	1	50	135440778	135440729	6.6e-20	95.0
chr1.s_4817	chr8	96.08	51	2	0	1	51	173636138	173636188	1.2e-19	94.0
chr1.s_4817	chr8	94.44	54	3	0	1	54	176052295	176052348	1.3e-19	94.0
chr1.s_4817	chr8	100.00	48	0	0	1	48	145145724	145145677	2.0e-19	94.0
chr1.s_4817	chr8	96.08	51	2	0	1	51	125455337	125455287	3.3e-19	93.0
chr1.s_4817	chr8	94.23	52	3	0	1	52	169732515	169732566	5.9e-19	92.0
chr1.s_4817	chr8	97.92	48	1	0	1	48	20410911	20410864	1.1e-18	91.0
chr1.s_4817	chr8	94.12	51	3	0	1	51	152959650	152959700	2.1e-18	90.0
chr1.s_4817	chr8	92.45	53	4	0	1	53	26892651	26892703	1.1e-17	88.0
chr1.s_4817	chr8	95.83	48	2	0	1	48	7398249	7398296	2.1e-17	87.0
chr1.s_4817	chr8	96.08	51	1	1	1	51	165318534	165318583	3.8e-17	86.0
chr1.s_4817	chr8	92.16	51	4	0	1	51	172042739	172042689	4.5e-17	86.0
chr1.s_4817	chr8	94.12	51	2	1	1	51	19271206	19271255	2.2e-16	84.0
chr1.s_4817	chr8	87.76	49	6	0	1	49	145259595	145259643	3.0e-13	73.0
chr1.s_4817	chr8	97.44	39	1	0	17	55	28816787	28816825	7.9e-13	72.0
chr1.s_4817	chr8	100.00	35	0	0	17	51	169189398	169189364	7.5e-12	68.0
chr1.s_4817	chr8	100.00	35	0	0	17	51	149687037	149687003	7.5e-12	68.0
chr1.s_4817	chr8	100.00	7	0	0	61	67	23376489	23376483	2.4e+05	14.0
chr1.s_4817	chr4	98.21	56	1	0	1	56	64727819	64727764	8.0e-23	105.0
chr1.s_4817	chr4	98.18	55	1	0	1	55	179213827	179213773	9.0e-23	105.0
chr1.s_4817	chr4	96.36	55	2	0	1	55	243674557	243674611	1.7e-21	101.0
chr1.s_4817	chr4	100.00	51	0	0	1	51	211892536	211892486	3.2e-21	100.0
chr1.s_4817	chr4	93.44	61	3	1	1	61	2861041	2861100	5.8e-21	99.0
chr1.s_4817	chr4	96.30	54	2	0	1	54	14610454	14610401	6.0e-21	99.0
chr1.s_4817	chr4	94.55	55	3	0	1	55	63093478	63093424	1.1e-20	98.0
chr1.s_4817	chr4	98.04	51	1	0	1	51	50462981	50463031	1.8e-20	97.0
chr1.s_4817	chr4	98.04	51	1	0	1	51	216820272	216820322	1.8e-20	97.0
chr1.s_4817	chr4	96.23	53	2	0	1	53	4522483	4522431	2.5e-20	97.0
chr1.s_4817	chr4	96.08	51	2	0	1	51	3957513	3957463	1.2e-19	94.0
chr1.s_4817	chr4	96.08	51	2	0	1	51	96591327	96591277	1.2e-19	94.0
chr1.s_4817	chr4	94.34	53	3	0	1	53	183710113	183710061	1.6e-19	94.0
chr1.s_4817	chr4	96.08	51	2	0	1	51	21020921	21020971	3.3e-19	93.0
chr1.s_4817	chr4	96.08	51	2	0	1	51	197714207	197714257	3.3e-19	93.0
chr1.s_4817	chr4	94.12	51	3	0	1	51	2046489	2046439	1.9e-18	90.0
chr1.s_4817	chr4	95.92	49	2	0	1	49	178283169	178283217	2.0e-18	90.0
chr1.s_4817	chr4	94.12	51	3	0	1	51	21540360	21540410	2.1e-18	90.0
chr1.s_4817	chr4	94.12	51	3	0	1	51	241396338	241396388	2.1e-18	90.0
chr1.s_4817	chr4	94.12	51	3	0	1	51	227346822	227346872	2.1e-18	90.0
chr1.s_4817	chr4	95.92	49	2	0	1	49	38025654	38025702	5.7e-18	89.0
chr1.s_4817	chr4	95.92	49	2	0	1	49	38012766	38012814	5.7e-18	89.0
chr1.s_4817	chr4	95.92	49	2	0	1	49	37999904	37999952	5.7e-18	89.0
chr1.s_4817	chr4	93.88	49	3	0	1	49	186617135	186617183	3.2e-17	86.0
chr1.s_4817	chr4	96.08	51	1	1	1	51	233543453	233543404	3.8e-17	86.0
chr1.s_4817	chr4	93.75	48	3	0	1	48	193192327	193192374	1.3e-16	84.0
chr1.s_4817	chr4	100.00	36	0	0	18	53	193003810	193003775	2.4e-12	70.0
chr1.s_4817	chr4	100.00	35	0	0	17	51	84722393	84722427	7.5e-12	68.0
chr1.s_4817	chr4	100.00	35	0	0	17	51	170085014	170084980	7.5e-12	68.0
chr1.s_4817	chr4	100.00	35	0	0	17	51	61721201	61721167	7.5e-12	68.0
chr1.s_4817	chr4	100.00	34	0	0	18	51	46972627	46972594	3.1e-11	66.0
chr1.s_4817	chr4	100.00	32	0	0	20	51	43631851	43631820	4.7e-10	62.0
chr1.s_4817	chr3	100.00	53	0	0	1	53	4435114	4435062	2.4e-22	103.0
chr1.s_4817	chr3	98.11	53	1	0	1	53	174927600	174927652	1.4e-21	101.0
chr1.s_4817	chr3	96.36	55	2	0	1	55	5834270	5834324	1.7e-21	101.0
chr1.s_4817	chr3	100.00	51	0	0	1	51	220141471	220141521	3.2e-21	100.0
chr1.s_4817	chr3	96.23	53	2	0	1	53	209368720	209368668	8.8e-21	98.0
chr1.s_4817	chr3	100.00	50	0	0	1	50	10266912	10266961	1.2e-20	98.0
chr1.s_4817	chr3	98.04	51	1	0	1	51	176637688	176637738	1.8e-20	97.0
